band_index,F_score,p_value
807,0.5176981446638526,0.47546505681900086
417,0.5155894144450869,0.4763603968317258
471,0.5109718242145602,0.47833073015588545
472,0.5070812408939464,0.48000135634303287
473,0.4928420907353746,0.48619939717027294
476,0.4909303155330507,0.48704176231853236
470,0.46989445579923533,0.49647594759701985
730,0.46883310040588805,0.4969601724429785
806,0.46662844617198007,0.4979685949263083
475,0.4641518018091426,0.49910561802315456
474,0.46145760792353263,0.500347591094775
805,0.46019992207238325,0.5009291827182256
418,0.45585301480557233,0.5029483299482898
469,0.4506567927479596,0.5053805249290118
731,0.44294925452915423,0.5090260514008833
468,0.4218372740562305,0.5192518527062178
419,0.41027617990242354,0.5250074717551878
804,0.3980231612816234,0.531234234840104
467,0.394475445058932,0.5330622404898429
734,0.3931564989574747,0.5337447792879714
732,0.3887339909390453,0.5360451151129455
733,0.3878533032123384,0.5365053754468809
803,0.38660374646163126,0.5371596627549583
466,0.3849779381278611,0.5380131676540947
802,0.3778095006741652,0.5418065256952049
465,0.3636605587334812,0.549442128261737
420,0.3604167870272566,0.5512212836134252
464,0.35350395438365695,0.5550496212279321
801,0.35259085050708994,0.5555590963072454
735,0.3455786585499252,0.5595017355493174
799,0.3398185440635454,0.5627810104005115
800,0.3368427259161855,0.5644898332182913
463,0.3345793923440037,0.5657963153394021
798,0.32786876774527257,0.5697050332602436
736,0.31806171086272217,0.5755142991205133
462,0.31601168699335264,0.5767435933892358
461,0.30969923249572906,0.5805622064366727
796,0.3053494617857046,0.5832234047306709
421,0.3049465868697142,0.5834711389331811
460,0.3037096655256961,0.5842330828766226
797,0.302187305614211,0.5851736486410303
459,0.29329805420351596,0.5907283775378585
737,0.2825518087488217,0.5975912834227041
458,0.2808080943455832,0.5987206705238048
457,0.27627657234051645,0.601676909810698
795,0.26877199362546966,0.6066416916289679
456,0.25898383759838123,0.6132515637868748
422,0.2539265059053464,0.6167287732420081
455,0.24941681182750433,0.6198663866252201
794,0.24588146837404487,0.6223510550598226
738,0.24557701285161346,0.6225660712220928
454,0.237019654930095,0.6286788164863293
793,0.23306625096594152,0.6315491764642264
792,0.22611847899701418,0.6366673962323801
739,0.22415028371612886,0.6381348695156737
740,0.22047181873783378,0.6408988535485315
453,0.21412457531712772,0.6457352574869961
423,0.20963807536490314,0.6492067531290545
790,0.20436071035310238,0.6533483637692632
791,0.19795914339190004,0.6584598561793178
789,0.19757320469207704,0.6587711771944407
742,0.18887706838409798,0.6658848730879194
741,0.18748950324356012,0.6670379200768328
743,0.18716675632527938,0.667306846155532
452,0.18346914785941126,0.6704077249293428
787,0.18288308627080851,0.670902603630131
786,0.17937432241607326,0.6738852963469608
788,0.17538343807055778,0.6773200605914232
424,0.17080750850111706,0.6813155031537059
744,0.16430809566201393,0.6870998797536991
745,0.16174155431312445,0.6894208474489949
451,0.15756484280939184,0.693244209470883
785,0.15287674709835153,0.6976064010898949
746,0.15223966664788094,0.6982051365149955
784,0.14798248154774613,0.7022437067992966
450,0.1442199967022507,0.7058690066380748
783,0.138850368522316,0.7111380239670564
747,0.1373371184044271,0.7126438777418636
425,0.13633979106251615,0.7136415075321398
748,0.1307627501242304,0.7192982700336998
449,0.12866412608029906,0.7214622700651615
749,0.12286838645649067,0.7275442194107743
448,0.12040933498161407,0.7301734901433385
447,0.115330042358218,0.7357014060525287
782,0.11341764400230403,0.7378179373039269
751,0.11001709992592348,0.7416311862082501
446,0.10843279574190286,0.7434301644228132
426,0.10506219251693112,0.747306638780177
750,0.10424197908444338,0.7482603375565514
781,0.09643797900942946,0.7575495798465047
445,0.09480206188488796,0.7595487423355906
752,0.09238109143193098,0.7625422948855285
780,0.08816511471549607,0.7678595979565919
444,0.08332629838903431,0.7741361663308836
754,0.08111358511866551,0.7770722690168784
753,0.07939558398870988,0.7793819641143116
427,0.07892318198800964,0.7800217920051553
443,0.07187536983005352,0.7898241534731233
755,0.06889851462721865,0.7941193440606751
779,0.06413419945466466,0.8012055203757887
778,0.057251111073488715,0.8119575529129072
428,0.05686558852020969,0.8125795512424767
442,0.05662288297939003,0.8129722749032401
777,0.05534794309211243,0.8150500365521056
757,0.05384608552221431,0.8175303055292726
756,0.05353948079784232,0.818041122767487
776,0.043304649161273086,0.8360713330262589
758,0.04323573396675503,0.8361999134394964
441,0.04314305624553623,0.8363729982528033
429,0.04055385771133704,0.8412894124223412
775,0.037942374892945836,0.8464166717909885
774,0.035846983475913904,0.8506647812247135
440,0.031310539248206426,0.8603261746183455
759,0.030133312326017927,0.8629497427400854
760,0.0265484343583736,0.8712818232385895
430,0.02642705210945578,0.8715737728218329
773,0.02352494525445053,0.8787707261498481
439,0.021839004622293684,0.8831620638148707
761,0.020285436734598598,0.8873647900404255
772,0.019420562409005096,0.8897758733413985
431,0.015565112229822287,0.9012570078680568
771,0.013810732334239064,0.9069603706178991
438,0.013312704888783633,0.9086455877947821
762,0.012028568009611192,0.913144339091181
763,0.01031951217801503,0.9195276037918765
432,0.007770067196753557,0.9301416974077158
437,0.006706810120788681,0.9350854282351123
764,0.004831527452265533,0.9448856124697754
770,0.004731600139438172,0.9454576102112945
433,0.002842809595675906,0.9577094201853713
436,0.002120245501485538,0.9634728114461174
769,0.0015694103166635392,0.9685708852113899
768,0.001109019913931843,0.9735778829811123
765,0.0009657893277859935,0.9753424608418215
766,0.0006253832812647993,0.9801570226821891
434,0.0004960848385419594,0.9823265538385249
435,0.0001825841200600903,0.9892774532207937
767,3.223521982404841e-05,0.995494501127753
